SessionID,UserID,session_time,page_views,cart_items,purchase,DeviceType,Country,ReferralSource,engagement_score,time_per_page,cart_flag
session_3368,user_2182,147,1,0,0,Mobile,Germany,Social Media,148,147.0,0
session_3369,user_1132,87,2,0,0,Desktop,France,Google,89,43.5,0
session_3370,user_1404,193,3,5,0,Tablet,Canada,Social Media,196,64.33333333333333,1
session_3371,user_1964,285,3,3,0,Tablet,Australia,Direct,288,95.0,1
session_3373,user_1535,161,2,5,0,Desktop,UK,Direct,163,80.5,1
session_3374,user_2540,199,2,0,0,Mobile,Canada,Direct,201,99.5,0
session_3375,user_1870,315,2,4,0,Mobile,UK,Direct,317,157.5,1
session_3376,user_2043,236,2,0,0,Mobile,India,Google,238,118.0,0
session_3377,user_2907,428,3,5,0,Mobile,France,Social Media,431,142.66666666666666,1
session_3378,user_2456,122,2,5,0,Tablet,UK,Social Media,124,61.0,1
session_3379,user_1607,217,2,0,0,Mobile,USA,Google,219,108.5,0
session_338,user_2368,322,3,5,0,Mobile,USA,Google,325,107.33333333333333,1
session_3380,user_2948,226,2,1,0,Tablet,Australia,Direct,228,113.0,1
session_3381,user_2036,83,1,0,0,Tablet,Canada,Email,84,83.0,0
session_3382,user_1608,200,2,4,0,Desktop,India,Google,202,100.0,1
session_3383,user_1513,52,1,0,0,Desktop,Germany,Google,53,52.0,0
session_3384,user_1055,300,2,0,0,Mobile,USA,Direct,302,150.0,0
session_3387,user_1556,118,2,1,0,Tablet,Canada,Google,120,59.0,1
session_3388,user_2997,269,2,0,0,Tablet,USA,Direct,271,134.5,0
session_3389,user_1254,284,2,0,0,Mobile,UK,Google,286,142.0,0
session_3390,user_2269,304,2,4,0,Desktop,UK,Google,306,152.0,1
session_3391,user_1406,189,2,0,0,Desktop,USA,Google,191,94.5,0
session_3392,user_1526,292,3,4,0,Mobile,Australia,Social Media,295,97.33333333333333,1
session_3393,user_2598,109,2,0,0,Desktop,UK,Google,111,54.5,0
session_3394,user_2628,249,2,5,0,Mobile,Canada,Google,251,124.5,1
session_3396,user_2727,151,2,0,0,Tablet,Australia,Email,153,75.5,0
session_3397,user_1141,255,2,0,0,Desktop,India,Email,257,127.5,0
session_3399,user_2071,53,1,0,0,Desktop,Canada,Direct,54,53.0,0
session_340,user_1807,219,2,3,0,Tablet,USA,Google,221,109.5,1
session_3400,user_1352,179,1,0,0,Desktop,UK,Social Media,180,179.0,0
session_3401,user_2962,279,2,0,0,Tablet,Germany,Email,281,139.5,0
session_3402,user_1247,344,2,0,0,Mobile,UK,Direct,346,172.0,0
session_3403,user_2781,308,2,3,0,Desktop,USA,Social Media,310,154.0,1
session_3404,user_1745,293,2,5,0,Tablet,France,Email,295,146.5,1
session_3405,user_2072,135,1,0,0,Desktop,USA,Direct,136,135.0,0
session_3407,user_2850,175,2,0,0,Desktop,USA,Direct,177,87.5,0
session_3408,user_2331,58,1,0,0,Mobile,Australia,Direct,59,58.0,0
session_3409,user_2011,91,2,2,0,Desktop,Australia,Email,93,45.5,1
session_341,user_1631,108,2,0,0,Mobile,Canada,Google,110,54.0,0
session_3410,user_1552,146,1,0,0,Desktop,France,Social Media,147,146.0,0
session_3412,user_2809,239,2,2,0,Mobile,France,Email,241,119.5,1
session_3413,user_1714,183,2,4,0,Tablet,Canada,Google,185,91.5,1
session_3415,user_1550,167,2,1,0,Mobile,Canada,Social Media,169,83.5,1
session_3416,user_1513,170,2,4,0,Tablet,India,Direct,172,85.0,1
session_3417,user_2982,163,1,0,0,Mobile,Germany,Email,164,163.0,0
session_3419,user_2920,75,1,0,0,Tablet,France,Email,76,75.0,0
session_342,user_2576,168,2,2,0,Tablet,India,Email,170,84.0,1
session_3421,user_2278,33,1,0,0,Desktop,France,Direct,34,33.0,0
session_3422,user_2681,252,2,0,0,Desktop,France,Email,254,126.0,0
session_3423,user_1219,180,2,0,0,Desktop,India,Social Media,182,90.0,0
session_3424,user_2062,135,2,4,0,Mobile,France,Google,137,67.5,1
session_3425,user_2971,120,2,4,0,Tablet,France,Email,122,60.0,1
session_3426,user_1239,41,1,0,0,Desktop,France,Social Media,42,41.0,0
session_3428,user_1285,86,2,5,0,Tablet,UK,Direct,88,43.0,1
session_3429,user_1554,96,1,0,0,Desktop,USA,Direct,97,96.0,0
session_3431,user_1408,146,2,0,0,Desktop,France,Direct,148,73.0,0
session_3432,user_2988,200,2,5,0,Desktop,Australia,Email,202,100.0,1
session_3433,user_1388,87,2,3,0,Mobile,UK,Google,89,43.5,1
session_3434,user_2674,220,2,2,0,Desktop,France,Email,222,110.0,1
session_3436,user_1701,87,2,3,0,Mobile,India,Google,89,43.5,1
session_3437,user_2784,311,3,1,0,Mobile,France,Social Media,314,103.66666666666667,1
session_3438,user_1165,170,2,0,0,Tablet,Germany,Email,172,85.0,0
session_3439,user_1577,293,4,1,0,Desktop,Australia,Google,297,73.25,1
session_344,user_1511,274,4,1,0,Desktop,Germany,Direct,278,68.5,1
session_3441,user_1426,73,1,0,0,Mobile,India,Google,74,73.0,0
session_3442,user_1629,144,2,2,0,Desktop,Australia,Direct,146,72.0,1
session_3443,user_1665,72,1,0,0,Mobile,USA,Google,73,72.0,0
session_3444,user_2963,122,2,2,0,Mobile,UK,Google,124,61.0,1
session_3446,user_1150,34,1,0,0,Desktop,India,Direct,35,34.0,0
session_3447,user_1173,23,1,0,0,Mobile,UK,Direct,24,23.0,0
session_3448,user_1433,306,2,3,0,Mobile,France,Email,308,153.0,1
session_3449,user_1784,150,3,4,0,Tablet,India,Google,153,50.0,1
session_345,user_2527,80,2,0,0,Tablet,France,Email,82,40.0,0
session_3450,user_2161,96,2,0,0,Desktop,India,Social Media,98,48.0,0
session_3451,user_2491,190,2,1,0,Tablet,France,Email,192,95.0,1
session_3452,user_2314,90,1,0,0,Desktop,Germany,Social Media,91,90.0,0
session_3454,user_2764,178,2,0,0,Mobile,Australia,Direct,180,89.0,0
session_3455,user_2132,240,2,1,0,Desktop,India,Google,242,120.0,1
session_3456,user_1420,174,2,2,0,Mobile,France,Email,176,87.0,1
session_3457,user_2249,213,2,3,0,Desktop,India,Social Media,215,106.5,1
session_3458,user_1967,293,2,3,0,Mobile,France,Social Media,295,146.5,1
session_3459,user_1403,210,3,2,0,Mobile,France,Google,213,70.0,1
session_346,user_2703,299,2,1,0,Tablet,France,Email,301,149.5,1
session_3460,user_1771,534,3,0,0,Tablet,India,Social Media,537,178.0,0
session_3462,user_1709,170,2,5,0,Mobile,Germany,Direct,172,85.0,1
session_3464,user_1740,63,1,0,0,Tablet,Germany,Google,64,63.0,0
session_3465,user_1723,298,3,5,0,Mobile,UK,Social Media,301,99.33333333333333,1
session_3466,user_2103,169,2,1,0,Tablet,Canada,Email,171,84.5,1
session_3468,user_2091,25,1,0,0,Tablet,Germany,Google,26,25.0,0
session_3469,user_2245,215,2,0,0,Mobile,UK,Direct,217,107.5,0
session_347,user_2586,222,2,3,0,Mobile,UK,Email,224,111.0,1
session_3470,user_1989,254,2,3,0,Desktop,USA,Direct,256,127.0,1
session_3471,user_2668,329,2,4,0,Desktop,France,Social Media,331,164.5,1
session_3473,user_1438,79,2,0,0,Mobile,Canada,Social Media,81,39.5,0
session_3475,user_1148,167,1,0,0,Desktop,India,Email,168,167.0,0
session_3476,user_2440,383,3,5,0,Mobile,UK,Social Media,386,127.66666666666667,1
session_3477,user_1076,179,2,4,0,Tablet,India,Email,181,89.5,1
session_348,user_1472,260,2,0,0,Mobile,Canada,Google,262,130.0,0
session_3481,user_2610,169,1,0,0,Desktop,Canada,Google,170,169.0,0
session_3483,user_1564,207,2,3,0,Desktop,USA,Direct,209,103.5,1
session_3484,user_1366,284,3,2,0,Tablet,Germany,Direct,287,94.66666666666667,1
session_3485,user_2826,236,2,1,0,Tablet,France,Social Media,238,118.0,1
session_3487,user_2370,298,3,1,0,Desktop,France,Direct,301,99.33333333333333,1
session_3488,user_2660,224,3,5,0,Desktop,Australia,Google,227,74.66666666666667,1
session_3489,user_1393,133,1,0,0,Tablet,UK,Social Media,134,133.0,0
session_349,user_2107,194,2,0,0,Desktop,India,Email,196,97.0,0
session_3490,user_1456,285,3,5,0,Mobile,Australia,Email,288,95.0,1
session_3491,user_1863,317,2,1,0,Desktop,Germany,Direct,319,158.5,1
session_3492,user_2091,205,2,4,0,Tablet,France,Email,207,102.5,1
session_3493,user_1411,251,2,1,0,Desktop,USA,Social Media,253,125.5,1
session_3494,user_1683,287,2,0,0,Mobile,USA,Email,289,143.5,0
session_3495,user_2060,108,1,0,0,Desktop,UK,Google,109,108.0,0
session_3496,user_1467,154,2,0,0,Desktop,Australia,Direct,156,77.0,0
session_3497,user_2526,207,3,4,0,Tablet,India,Email,210,69.0,1
session_3498,user_2985,85,1,0,0,Desktop,USA,Direct,86,85.0,0
session_3499,user_2595,187,3,4,0,Mobile,Australia,Google,190,62.333333333333336,1
session_35,user_2872,212,2,0,0,Mobile,USA,Social Media,214,106.0,0
session_3501,user_2334,275,2,2,0,Tablet,Canada,Email,277,137.5,1
session_3502,user_1975,133,1,0,0,Mobile,Australia,Email,134,133.0,0
session_3503,user_1759,92,2,3,0,Mobile,Canada,Email,94,46.0,1
session_3504,user_2620,177,1,0,0,Tablet,Australia,Direct,178,177.0,0
session_3505,user_2641,203,2,3,0,Tablet,UK,Google,205,101.5,1
session_3506,user_1934,128,2,0,0,Desktop,India,Email,130,64.0,0
session_3507,user_1904,49,1,0,0,Tablet,France,Email,50,49.0,0
session_3508,user_2686,80,1,0,0,Desktop,Australia,Google,81,80.0,0
session_3509,user_2675,129,1,0,0,Tablet,India,Google,130,129.0,0
session_351,user_2874,155,2,5,0,Tablet,Australia,Direct,157,77.5,1
session_3510,user_1899,251,3,0,0,Tablet,UK,Email,254,83.66666666666667,0
session_3511,user_2603,243,2,4,0,Desktop,Germany,Email,245,121.5,1
session_3512,user_1997,73,1,0,0,Mobile,Australia,Social Media,74,73.0,0
session_3513,user_2052,322,2,0,0,Desktop,India,Direct,324,161.0,0
session_3514,user_1626,269,2,0,0,Mobile,Australia,Direct,271,134.5,0
session_3515,user_1781,256,2,4,0,Desktop,UK,Google,258,128.0,1
session_3516,user_2672,16,1,0,0,Tablet,Canada,Social Media,17,16.0,0
session_3517,user_1930,250,2,5,0,Desktop,Australia,Direct,252,125.0,1
session_3518,user_1471,160,2,0,0,Desktop,France,Email,162,80.0,0
session_3520,user_1397,164,2,0,0,Mobile,India,Direct,166,82.0,0
session_3521,user_2228,72,1,0,0,Mobile,Canada,Direct,73,72.0,0
session_3522,user_1287,171,1,0,0,Mobile,Australia,Google,172,171.0,0
session_3524,user_1453,152,2,0,0,Mobile,Germany,Social Media,154,76.0,0
session_3525,user_2708,285,3,1,0,Mobile,Canada,Direct,288,95.0,1
session_3526,user_1788,318,2,1,0,Tablet,Germany,Direct,320,159.0,1
session_3527,user_2915,153,2,4,0,Mobile,Germany,Email,155,76.5,1
session_3528,user_2521,166,2,3,0,Tablet,India,Google,168,83.0,1
session_3529,user_2783,122,2,3,0,Tablet,USA,Email,124,61.0,1
session_353,user_2066,70,1,0,0,Desktop,France,Google,71,70.0,0
session_3532,user_2139,51,2,1,0,Mobile,UK,Social Media,53,25.5,1
session_3533,user_1880,300,2,4,0,Mobile,France,Google,302,150.0,1
session_3534,user_1221,264,2,0,0,Tablet,USA,Email,266,132.0,0
session_3535,user_1719,201,2,0,0,Tablet,India,Direct,203,100.5,0
session_3536,user_1423,168,3,0,0,Tablet,USA,Google,171,56.0,0
session_3538,user_1358,317,3,4,0,Tablet,Canada,Direct,320,105.66666666666667,1
session_3540,user_1774,270,2,0,0,Tablet,USA,Direct,272,135.0,0
session_3542,user_1084,206,2,0,0,Desktop,UK,Google,208,103.0,0
session_3543,user_2329,145,2,0,0,Desktop,France,Google,147,72.5,0
session_3544,user_2783,67,1,0,0,Tablet,Germany,Email,68,67.0,0
session_3545,user_2868,223,2,0,0,Desktop,UK,Social Media,225,111.5,0
session_3546,user_2114,71,1,0,0,Tablet,France,Direct,72,71.0,0
session_3547,user_1180,235,3,0,0,Mobile,USA,Email,238,78.33333333333333,0
session_3548,user_1183,122,2,4,0,Tablet,Germany,Direct,124,61.0,1
session_3549,user_2130,321,3,3,0,Mobile,UK,Email,324,107.0,1
session_3550,user_1763,276,2,1,0,Mobile,Canada,Direct,278,138.0,1
session_3552,user_2650,51,1,0,0,Tablet,USA,Email,52,51.0,0
session_3553,user_1257,306,2,5,0,Tablet,France,Email,308,153.0,1
session_3554,user_1767,28,1,0,0,Mobile,USA,Social Media,29,28.0,0
session_3555,user_2546,24,1,0,0,Desktop,India,Social Media,25,24.0,0
session_3558,user_2710,307,2,0,0,Mobile,USA,Social Media,309,153.5,0
session_3559,user_1250,173,2,0,0,Desktop,Australia,Email,175,86.5,0
session_356,user_1771,372,4,2,0,Desktop,Australia,Google,376,93.0,1
session_3560,user_1015,36,1,0,0,Mobile,India,Email,37,36.0,0
session_3561,user_1837,116,2,0,0,Tablet,UK,Social Media,118,58.0,0
session_3562,user_1577,263,2,0,0,Desktop,Germany,Social Media,265,131.5,0
session_3563,user_1804,174,1,0,0,Mobile,USA,Direct,175,174.0,0
session_3564,user_1647,208,2,0,0,Desktop,UK,Google,210,104.0,0
session_3565,user_1470,270,2,1,0,Mobile,Canada,Direct,272,135.0,1
session_3567,user_1441,112,2,3,0,Tablet,UK,Google,114,56.0,1
session_3568,user_1724,159,2,0,0,Desktop,Canada,Google,161,79.5,0
session_3569,user_2740,50,1,0,0,Desktop,Canada,Direct,51,50.0,0
session_357,user_1612,320,3,5,0,Mobile,UK,Email,323,106.66666666666667,1
session_3571,user_2963,244,2,4,0,Tablet,USA,Google,246,122.0,1
session_3573,user_1376,130,2,0,0,Desktop,Germany,Email,132,65.0,0
session_3574,user_2485,182,2,3,0,Mobile,France,Google,184,91.0,1
session_3575,user_1971,176,2,3,0,Desktop,USA,Direct,178,88.0,1
session_3577,user_2967,340,3,5,0,Desktop,Australia,Social Media,343,113.33333333333333,1
session_3579,user_2085,85,2,0,0,Desktop,France,Direct,87,42.5,0
session_358,user_2901,81,1,0,0,Mobile,France,Google,82,81.0,0
session_3580,user_1115,192,2,0,0,Tablet,USA,Email,194,96.0,0
session_3581,user_2936,120,1,0,0,Tablet,France,Email,121,120.0,0
session_3582,user_1629,239,2,3,0,Mobile,Canada,Social Media,241,119.5,1
session_3583,user_2187,115,1,0,0,Mobile,USA,Email,116,115.0,0
session_3585,user_2212,155,2,0,0,Desktop,Canada,Email,157,77.5,0
session_3586,user_2872,174,1,0,0,Desktop,France,Direct,175,174.0,0
session_3588,user_1884,57,1,0,0,Desktop,Germany,Google,58,57.0,0
session_359,user_2113,387,4,5,0,Mobile,Canada,Google,391,96.75,1
session_3590,user_1099,129,2,0,0,Mobile,UK,Direct,131,64.5,0
session_3591,user_1123,166,2,3,0,Tablet,UK,Email,168,83.0,1
session_3592,user_1063,179,1,0,0,Mobile,Germany,Email,180,179.0,0
session_3593,user_2999,275,2,1,0,Desktop,UK,Google,277,137.5,1
session_3594,user_2821,263,3,1,0,Desktop,India,Direct,266,87.66666666666667,1
session_3595,user_2753,113,2,0,0,Desktop,Australia,Social Media,115,56.5,0
session_3596,user_1367,207,2,4,0,Tablet,Germany,Google,209,103.5,1
session_3597,user_2035,100,2,3,0,Tablet,France,Email,102,50.0,1
session_3598,user_2804,130,1,0,0,Tablet,India,Google,131,130.0,0
session_3599,user_1627,45,1,0,0,Desktop,UK,Email,46,45.0,0
session_36,user_1983,284,2,2,0,Tablet,Canada,Direct,286,142.0,1
session_360,user_1764,166,2,1,0,Tablet,USA,Email,168,83.0,1
session_3600,user_1198,118,1,0,0,Tablet,USA,Email,119,118.0,0
session_3601,user_2397,236,2,2,0,Mobile,USA,Direct,238,118.0,1
session_3603,user_1591,293,2,0,0,Mobile,Germany,Google,295,146.5,0
session_3604,user_1843,31,1,0,0,Mobile,Germany,Social Media,32,31.0,0
session_3605,user_2972,28,1,0,0,Tablet,UK,Social Media,29,28.0,0
session_3606,user_2675,289,2,0,0,Mobile,India,Email,291,144.5,0
session_3607,user_1232,305,3,3,0,Tablet,USA,Google,308,101.66666666666667,1
session_3608,user_2929,126,2,5,0,Desktop,Germany,Google,128,63.0,1
session_3609,user_1904,115,2,0,0,Desktop,Canada,Google,117,57.5,0
session_361,user_2330,333,3,2,0,Tablet,India,Social Media,336,111.0,1
session_3610,user_1551,87,2,1,0,Desktop,USA,Email,89,43.5,1
session_3611,user_1837,42,1,0,0,Mobile,Germany,Google,43,42.0,0
session_3612,user_1982,186,2,2,0,Desktop,India,Social Media,188,93.0,1
session_3613,user_1363,215,2,0,0,Desktop,France,Social Media,217,107.5,0
session_3614,user_1226,314,2,1,0,Mobile,Canada,Social Media,316,157.0,1
session_3616,user_1934,141,2,0,0,Mobile,Canada,Google,143,70.5,0
session_3617,user_2012,274,3,4,0,Desktop,Australia,Google,277,91.33333333333333,1
session_3618,user_1921,203,2,3,0,Desktop,France,Social Media,205,101.5,1
session_362,user_2745,15,1,0,0,Desktop,UK,Direct,16,15.0,0
session_3620,user_2142,289,2,1,0,Mobile,Germany,Email,291,144.5,1
session_3621,user_1852,149,2,3,0,Tablet,France,Social Media,151,74.5,1
session_3622,user_1046,171,2,0,0,Desktop,India,Direct,173,85.5,0
session_3623,user_1777,269,2,0,0,Tablet,Canada,Social Media,271,134.5,0
session_3624,user_1263,144,2,0,0,Desktop,Germany,Direct,146,72.0,0
session_3625,user_1015,224,2,4,0,Desktop,Canada,Email,226,112.0,1
session_3626,user_2075,173,1,0,0,Mobile,Australia,Social Media,174,173.0,0
session_3627,user_2906,154,2,0,0,Tablet,India,Direct,156,77.0,0
session_3628,user_1980,198,3,2,0,Desktop,USA,Direct,201,66.0,1
session_3629,user_2876,128,2,3,0,Tablet,Australia,Direct,130,64.0,1
session_363,user_2751,235,2,4,0,Desktop,India,Social Media,237,117.5,1
session_3631,user_2084,207,2,2,0,Tablet,Canada,Email,209,103.5,1
session_3632,user_2671,262,2,0,0,Tablet,USA,Email,264,131.0,0
session_3633,user_2449,214,2,0,0,Mobile,Germany,Social Media,216,107.0,0
session_3634,user_2732,105,2,0,0,Tablet,UK,Social Media,107,52.5,0
session_3635,user_1205,309,3,1,0,Desktop,Germany,Google,312,103.0,1
session_3636,user_2769,193,2,1,0,Tablet,USA,Social Media,195,96.5,1
session_364,user_2249,167,1,0,0,Desktop,Germany,Social Media,168,167.0,0
session_3640,user_2785,166,1,0,0,Tablet,France,Social Media,167,166.0,0
session_3641,user_1541,199,2,5,0,Tablet,Australia,Social Media,201,99.5,1
session_3642,user_2616,93,1,0,0,Mobile,UK,Google,94,93.0,0
session_3644,user_1803,215,2,5,0,Tablet,USA,Direct,217,107.5,1
session_3645,user_1142,93,1,0,0,Tablet,Germany,Google,94,93.0,0
session_3647,user_2597,388,4,2,0,Tablet,Canada,Social Media,392,97.0,1
session_3648,user_2086,160,1,0,0,Tablet,Germany,Google,161,160.0,0
session_3649,user_1253,175,1,0,0,Mobile,India,Google,176,175.0,0
session_365,user_2605,173,2,3,0,Desktop,UK,Direct,175,86.5,1
session_3651,user_1765,273,2,5,0,Tablet,France,Google,275,136.5,1
session_3652,user_1913,159,2,4,0,Tablet,Australia,Direct,161,79.5,1
session_3653,user_1448,250,2,2,0,Tablet,India,Google,252,125.0,1
session_3655,user_2275,255,2,5,0,Tablet,USA,Email,257,127.5,1
session_3657,user_2702,122,2,0,0,Desktop,UK,Direct,124,61.0,0
session_3658,user_2560,114,3,2,0,Desktop,Australia,Direct,117,38.0,1
session_366,user_1228,271,3,4,0,Mobile,UK,Email,274,90.33333333333333,1
session_3660,user_2705,220,2,4,0,Tablet,Canada,Google,222,110.0,1
session_3661,user_1126,89,1,0,0,Tablet,Canada,Google,90,89.0,0
session_3664,user_1241,200,2,1,0,Desktop,USA,Google,202,100.0,1
session_3665,user_2851,191,2,3,0,Mobile,Germany,Social Media,193,95.5,1
session_3666,user_1967,292,2,4,0,Desktop,USA,Direct,294,146.0,1
session_3667,user_1498,220,2,1,0,Desktop,France,Email,222,110.0,1
session_3669,user_2369,167,1,0,0,Mobile,France,Email,168,167.0,0
session_367,user_1564,189,2,0,0,Tablet,Canada,Email,191,94.5,0
session_3673,user_2312,251,2,0,0,Tablet,Germany,Google,253,125.5,0
session_3674,user_2702,157,2,0,0,Tablet,UK,Social Media,159,78.5,0
session_3675,user_1596,214,2,2,0,Tablet,USA,Social Media,216,107.0,1
session_3676,user_1742,182,2,3,0,Mobile,Canada,Social Media,184,91.0,1
session_3677,user_2841,149,2,2,0,Desktop,India,Social Media,151,74.5,1
session_3678,user_2532,194,2,0,0,Desktop,UK,Social Media,196,97.0,0
session_368,user_2339,100,1,0,0,Tablet,France,Email,101,100.0,0
session_3680,user_2461,248,3,4,0,Mobile,Canada,Email,251,82.66666666666667,1
session_3681,user_1840,48,1,0,0,Tablet,Australia,Google,49,48.0,0
session_3682,user_2489,144,3,2,0,Desktop,Canada,Direct,147,48.0,1
session_3683,user_2838,57,1,0,0,Mobile,France,Social Media,58,57.0,0
session_3684,user_1365,249,2,4,0,Mobile,France,Direct,251,124.5,1
session_3685,user_1980,149,2,0,0,Mobile,Germany,Direct,151,74.5,0
session_3688,user_1987,203,2,0,0,Desktop,Germany,Social Media,205,101.5,0
session_3689,user_2350,178,2,0,0,Tablet,Canada,Direct,180,89.0,0
session_369,user_1374,68,1,0,0,Mobile,UK,Google,69,68.0,0
session_3691,user_2325,327,4,1,0,Desktop,Australia,Social Media,331,81.75,1
session_3692,user_2497,253,3,0,0,Tablet,Australia,Direct,256,84.33333333333333,0
session_3693,user_2857,239,2,0,0,Desktop,Germany,Social Media,241,119.5,0
session_3694,user_1734,215,2,3,0,Mobile,France,Google,217,107.5,1
session_3695,user_1900,475,4,1,0,Tablet,USA,Google,479,118.75,1
session_3696,user_2612,185,2,5,0,Tablet,UK,Social Media,187,92.5,1
session_3697,user_1775,206,2,0,0,Mobile,Australia,Social Media,208,103.0,0
session_3698,user_2204,80,1,0,0,Tablet,USA,Social Media,81,80.0,0
session_3699,user_1609,271,2,4,0,Tablet,UK,Google,273,135.5,1
session_37,user_1099,485,4,1,0,Mobile,Australia,Direct,489,121.25,1
session_370,user_2962,87,1,0,0,Desktop,Germany,Social Media,88,87.0,0
session_3700,user_1476,395,3,4,0,Tablet,UK,Email,398,131.66666666666666,1
session_3701,user_1362,171,2,3,0,Mobile,Australia,Google,173,85.5,1
session_3702,user_2196,317,2,0,0,Desktop,Australia,Direct,319,158.5,0
session_3703,user_1079,65,2,3,0,Mobile,France,Social Media,67,32.5,1
session_3704,user_2913,161,1,0,0,Mobile,Australia,Google,162,161.0,0
session_3705,user_2889,297,3,1,0,Tablet,France,Direct,300,99.0,1
session_3706,user_1522,91,1,0,0,Tablet,Canada,Social Media,92,91.0,0
session_3707,user_1029,162,1,0,0,Mobile,USA,Direct,163,162.0,0
session_3708,user_2101,213,2,4,0,Tablet,India,Direct,215,106.5,1
session_3709,user_2645,337,2,5,0,Tablet,Canada,Direct,339,168.5,1
session_371,user_2647,320,2,0,0,Mobile,USA,Direct,322,160.0,0
session_3710,user_2341,449,3,1,0,Mobile,USA,Direct,452,149.66666666666666,1
session_3711,user_1518,266,2,2,0,Tablet,Australia,Direct,268,133.0,1
session_3712,user_2383,316,2,2,0,Mobile,UK,Google,318,158.0,1
session_3713,user_2463,222,2,0,0,Desktop,USA,Google,224,111.0,0
session_3716,user_2415,353,3,4,0,Mobile,Australia,Social Media,356,117.66666666666667,1
session_3717,user_2720,271,2,0,0,Mobile,India,Social Media,273,135.5,0
session_3718,user_1111,118,1,0,0,Tablet,France,Direct,119,118.0,0
session_3719,user_2619,17,1,0,0,Desktop,India,Email,18,17.0,0
session_372,user_2533,318,2,0,0,Tablet,Australia,Email,320,159.0,0
session_3720,user_1181,248,2,0,0,Mobile,UK,Email,250,124.0,0
session_3721,user_2652,332,2,0,0,Mobile,France,Direct,334,166.0,0
session_3722,user_1962,190,3,2,0,Tablet,UK,Direct,193,63.333333333333336,1
session_3723,user_2602,262,2,5,0,Tablet,USA,Social Media,264,131.0,1
session_3724,user_1188,147,2,0,0,Mobile,Germany,Social Media,149,73.5,0
session_3725,user_1442,275,2,0,0,Desktop,France,Direct,277,137.5,0
session_3726,user_2472,218,2,5,0,Mobile,USA,Direct,220,109.0,1
session_3729,user_2333,247,2,0,0,Mobile,India,Google,249,123.5,0
session_373,user_2565,186,2,5,0,Desktop,USA,Email,188,93.0,1
session_3730,user_2830,88,1,0,0,Desktop,Canada,Email,89,88.0,0
session_3731,user_1362,144,2,4,0,Desktop,Canada,Google,146,72.0,1
session_3732,user_1222,138,1,0,0,Tablet,Germany,Social Media,139,138.0,0
session_3734,user_1125,122,2,0,0,Tablet,USA,Social Media,124,61.0,0
session_3735,user_2405,221,2,0,0,Mobile,France,Direct,223,110.5,0
session_3736,user_1595,101,2,0,0,Mobile,UK,Google,103,50.5,0
session_3739,user_1620,133,2,1,0,Desktop,Canada,Direct,135,66.5,1
session_374,user_2552,195,2,3,0,Tablet,USA,Social Media,197,97.5,1
session_3740,user_2820,129,2,0,0,Tablet,USA,Email,131,64.5,0
session_3741,user_1219,450,3,5,0,Mobile,India,Google,453,150.0,1
session_3743,user_1349,137,1,0,0,Tablet,Canada,Email,138,137.0,0
session_3744,user_2074,237,2,3,0,Tablet,Germany,Google,239,118.5,1
session_3745,user_1860,286,2,0,0,Tablet,Australia,Email,288,143.0,0
session_3746,user_2665,243,2,5,0,Desktop,France,Email,245,121.5,1
session_3748,user_1347,89,2,2,0,Tablet,UK,Social Media,91,44.5,1
session_3749,user_2853,387,4,3,0,Desktop,USA,Social Media,391,96.75,1
session_375,user_1752,383,3,3,0,Mobile,USA,Social Media,386,127.66666666666667,1
session_3750,user_1674,325,4,5,0,Desktop,USA,Direct,329,81.25,1
session_3751,user_2013,237,2,3,0,Mobile,Australia,Google,239,118.5,1
session_3752,user_1848,190,2,0,0,Tablet,Germany,Social Media,192,95.0,0
session_3753,user_2623,372,3,2,0,Desktop,India,Social Media,375,124.0,1
session_3754,user_2881,177,1,0,0,Desktop,UK,Google,178,177.0,0
session_3755,user_1230,177,2,2,0,Tablet,USA,Email,179,88.5,1
session_3756,user_2819,132,1,0,0,Mobile,France,Social Media,133,132.0,0
session_3757,user_2643,327,2,3,0,Desktop,UK,Social Media,329,163.5,1
session_3758,user_1410,84,1,0,0,Desktop,USA,Email,85,84.0,0
session_376,user_1060,175,2,3,0,Tablet,Germany,Social Media,177,87.5,1
session_3761,user_2576,198,2,1,0,Tablet,Canada,Email,200,99.0,1
session_3762,user_2660,18,1,0,0,Desktop,Canada,Email,19,18.0,0
session_3763,user_1856,303,2,0,0,Mobile,Australia,Social Media,305,151.5,0
session_3764,user_1456,361,3,2,0,Desktop,India,Google,364,120.33333333333333,1
session_3765,user_1950,202,2,5,0,Tablet,UK,Google,204,101.0,1
session_3766,user_1871,194,2,0,0,Mobile,India,Google,196,97.0,0
session_3767,user_2688,123,1,0,0,Tablet,USA,Direct,124,123.0,0
session_3768,user_1723,204,2,5,0,Desktop,Australia,Direct,206,102.0,1
session_3769,user_1515,144,2,3,0,Desktop,USA,Social Media,146,72.0,1
session_377,user_2108,240,2,3,0,Desktop,Australia,Google,242,120.0,1
session_3770,user_2568,143,2,0,0,Tablet,France,Email,145,71.5,0
session_3771,user_1863,342,3,3,0,Mobile,India,Social Media,345,114.0,1
session_3772,user_1390,133,1,0,0,Desktop,USA,Direct,134,133.0,0
session_3773,user_2720,268,2,2,0,Desktop,Australia,Direct,270,134.0,1
session_3774,user_1904,118,2,0,0,Tablet,Canada,Email,120,59.0,0
session_3775,user_1340,95,1,0,0,Tablet,Germany,Google,96,95.0,0
